,destination,hotel_name,hotel_score,latitude,longitude,description,url
20,Lyon ,Hôtel Chromatics & Restaurant Hill Club,"7,5",45.74468421,4.825809,"L’Hôtel Chromatics & Restaurant Hill Club est situé sur la Presqu’île de Lyon, à 6 minutes à pied de la gare et de la station de métro Perrache. Il dispose d'un restaurant sur place, d'une terrasse ombragée et d'un jardin. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble de l’établissement.

Toutes les chambres sont dotées de la climatisation, d’une salle de bains privative et d’une télévision par satellite à écran plat.

Un petit-déjeuner buffet est servi tous les matins. En soirée, vous pourrez vous détendre avec un verre au bar de l'hôtel ou sur la terrasse.

Situé dans le cœur de la ville, l’hôtel se trouve à 800 mètres de la place Carnot et de l’autoroute E15/A6. La vieille ville et la cathédrale Saint-Jean sont à 2,5 km. L’arrêt de tramway Suchet vous attend à 200 mètres de l’établissement. L’hôtel propose, par ailleurs, un tarif préférentiel pour le parking public situé à 4 minutes à pied.",https://www.booking.com/hotel/fr/perrache.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
21,Lyon ,Campanile Lyon Centre - Berges du Rhône,"7,1",45.75669986,4.84195322,"Le Campanile Lyon Centre - Berges du Rhône propose une connexion Wi-Fi gratuite. Il se situe à seulement 2 minutes à pied de la station de métro Guillotière et à 8 minutes en voiture de la gare de la Part-Dieu.

Réparties sur 8 étages, les chambres du Campanile sont décorées avec simplicité et disposent de la climatisation. Veuillez noter que seule la télévision du bar diffuse les chaînes satellite et Canal+. La salle de bains privative est équipée d'une baignoire ou d'une douche et d'un sèche-cheveux. Quatre des chambres sont adaptées aux personnes à mobilité réduite.

Tous les matins, vous pourrez savourer un petit-déjeuner buffet à l’hôtel. Il vous fera profiter d'une réception ouverte 24h/24, de 2 salles de réunion et d'un service d'enregistrement rapide. Des journaux sont disponibles gratuitement.

Cet hôtel se trouve à 15 minutes de marche de la place Bellecour et de la rue de la République, la rue commerçante principale de Lyon. Vous pourrez rejoindre les autoroutes A6 et A7 en 5 minutes de route.",https://www.booking.com/hotel/fr/bleumarinelyoncentre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
22,Lyon ,La Résidence,"7,8",45.75527786,4.83048242,"Situé dans une rue piétonne de la presqu'île de Lyon, à 3 minutes à pied de la place Bellecour et à 800 mètres de la gare de Lyon-Perrache, l'hôtel 3 étoiles La Résidence propose des hébergements dotés de la climatisation, d'une connexion Wi-Fi gratuite ainsi que d'une télévision par satellite et possède une réception ouverte 24h/24.

Les chambres insonorisées comprennent un minibar ainsi qu'un plateau de courtoisie. Elles comportent également une salle de bains privative pourvue d'une baignoire ou d'une douche et d'un sèche-cheveux.

Un petit-déjeuner continental est proposé tous les jours. Vous aurez la possibilité de le déguster directement dans votre chambre. Le salon commun dispose d'une machine à café Nespresso, disponible moyennant des frais supplémentaires.

Le personnel pourra vous aider à organiser des excursions ou vous conseiller des restaurants. L'espace hall compte un ordinateur muni d'une connexion Internet gratuite.

L'établissement est implanté à 3 km de la gare de Lyon-Part-Dieu et à 5 minutes de marche du centre commercial Grand Hôtel-Dieu. Par ailleurs, vous bénéficierez, sur réservation, d'un parking public payant à proximité.",https://www.booking.com/hotel/fr/laresidenlyon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
23,Lyon ,Residhotel Lyon Part Dieu,"7,4",45.75560696,4.85917568,"Le Residhotel Lyon Part Dieu est situé au cœur du quartier des affaires de Lyon, à seulement 700 mètres de la gare de La Part-Dieu et de l'arrêt de la navette aéroport. L’établissement propose des appartements dotés d’une connexion Wi-Fi gratuite.

Une kitchenette est disponible et équipée d'une machine à café Café Richard, d'un coin salon et d'une télévision par satellite dans tous les appartements du Residhotel Lyon Part Dieu. Les logements sont insonorisés et disposent de la climatisation. Tous les appartements sont desservis par un ascenseur.

La résidence sert un petit-déjeuner continental tous les jours. Cette résidence propose une réception ouverte 24h/24, ainsi que des services de blanchisserie et de nettoyage à sec, sur demande.

Le Residhotel Lyon Part Dieu est à 550 mètres de la rue Garibaldi. Le métro Garibaldi se trouve à 750 mètres de l'hôtel et peut vous emmener au centre-ville de Lyon, qui est à 1,6 km.",https://www.booking.com/hotel/fr/residence-lyon-part-dieu.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
24,Lyon ,Odalys City Lyon Confluence,"7,3",45.74457016,4.82010044,"Situé à Lyon, dans le quartier de la Confluence, l'Odalys City Lyon Confluence dispose d'une piscine intérieure chauffée et d'une salle de sport. Il propose des hébergements indépendants non-fumeurs dotés d'une connexion Wi-Fi gratuite. La place Bellecour se trouve à 2 km de l’établissement.

Chaque appartement comprend une kitchenette équipée d’un réfrigérateur, de plaques de cuisson et d’un micro-ondes. La salle de bains privative est pourvue d'une baignoire ou d'une douche et d'un sèche-cheveux. Une télévision à écran plat est à votre disposition.

Le petit-déjeuner est servi chaque matin dans la salle à manger, qui s’ouvre sur une terrasse ombragée. Vous pourrez profiter d’une buanderie moyennant un supplément. Divers commerces, dont des restaurants, des supermarchés et un centre commercial vous attendent à moins de 400 mètres.

La basilique Notre-Dame de Fourvière et le musée des beaux-arts de Lyon se trouvent à 11 minutes de route de l'Odalys City Lyon Confluence. L'arrêt de tramway Sainte-Blandine est à 1 minute de marche, tandis que la gare de Lyon-Perrache se situe à 650 mètres.",https://www.booking.com/hotel/fr/appart-ha-tel-odalys-lyon-confluence.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
25,Lyon ,Hôtel Villa Berlioz,"7,9",45.74733274,4.82453227,"L'hôtel 3 étoiles Hôtel Villa Berlioz propose une réception ouverte 24h/24, un service d'étage et une connexion Wi-Fi gratuite. La place Bellecour et la vieille ville de Lyon sont à 15 minutes de marche.

Chaque chambre de l'hôtel est équipée de la climatisation, d'un bureau, d'une télévision par satellite et d'une armoire. Offrant une vue sur le jardin, elles disposent également d'une salle de bains privative avec une douche et un sèche-cheveux.

Un petit-déjeuner buffet vous sera servi chaque matin dans le coin repas donnant sur le jardin ou dans le confort de votre chambre.

Le Hôtel Villa Berlioz se situe dans une rue remplie de restaurants et à 10 minutes à pied du centre commercial Confluence. Vous séjournerez à 50 mètres de la gare TGV de Lyon-Perrache, des arrêts de taxi et d'une agence de location de voitures. Une station de métro et un arrêt de tramway vous attendent à quelques pas. Enfin, un parking couvert se trouve à seulement 100 mètres.",https://www.booking.com/hotel/fr/berlioz-lyon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
26,Lyon ,Appart'City Classic Lyon Part Dieu Villette,"7,3",45.75644535,4.8632741,"L’Appart'City Classic Lyon Part Dieu Villette se trouve à Lyon, à 500 mètres de la gare de Lyon Part-Dieu et à 800 mètres de la rue Garibaldi. Il propose des hébergements indépendants dotés d’une télévision par satellite et d’une connexion Wi-Fi gratuite.

Desservis par un ascenseur, tous les appartements comprennent une kitchenette et un coin salon.

Le petit-déjeuner est servi en semaine, et un service de blanchisserie est également assuré. Le petit-déjeuner se compose d’une sélection de pains, notamment sans gluten, de viennoiseries ainsi que de boissons chaudes et froides. Du fromage et des yaourts sont également disponibles.

Cette résidence possède un parking privé accessible moyennant des frais supplémentaires. Elle se trouve à proximité de l’arrêt de tramway Dauphiné-Lacassagne, qui vous permettra de vous déplacer facilement dans Lyon. Le Groupama Stadium est à 20 minutes de route, et vous pourrez rejoindre la Halle Tony-Garnier en 30 minutes en transports en commun. Le centre commercial Part-Dieu est à 13 minutes de marche de l’établissement.",https://www.booking.com/hotel/fr/appart-city-cap-affaires-lyon-partdieu.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
27,Lyon ,Lagrange Aparthotel Lyon Lumière,"8,0",45.74645865,4.86893088,"Le Lagrange Aparthotel Lyon Lumière dispose d’un spa avec hammam et bain à remous ; l’établissement se trouve à mi-chemin entre les stations de métro Sans Souci et Monplaisir-Lumière, directes pour la place Bellecour et la vieille ville de Lyon. La résidence propose des studios et appartements avec connexion Wi-Fi gratuite. L’Institut & musée Lumière se trouve à 200 mètres.

Les logements comprennent une télévision à écran plat. Leur kitchenette est équipée d’un micro-ondes, d’un grille-pain, d’une machine à café, de plaques de cuisson, d’un réfrigérateur et d’une bouilloire. Les serviettes de toilette et le linge de lit sont fournis.

Chaque matin, vous pourrez déguster un petit-déjeuner buffet continental sur place. Cet appart’hôtel comporte une réception avec bagagerie ainsi qu’une blanchisserie, disponible moyennant des frais supplémentaires.

Vous séjournerez à 10 minutes en métro de la gare de Lyon-Part-Dieu. L’aéroport de Lyon-Saint-Exupéry est accessible en 25 minutes en voiture. Le parking de l’établissement est accessible sous réserve de disponibilité et moyennant des frais supplémentaires.",https://www.booking.com/hotel/fr/lagrange-city-apartha-tel-lyon-lumia-re.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from=searchresults
28,Lyon ,The Ruck Hotel,"8,5",45.725243,4.830177,"Situé à Lyon, à 1,7 km du musée des Confluences, l'établissement The Ruck Hotel propose un jardin, un parking privé, une terrasse et un restaurant. Doté d'un bar, cet hôtel 4 étoiles propose des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. Des animations sont organisées en soirée et un service d'étage est assuré.

Les logements comprennent une télévision par satellite à écran plat et un coffre-fort. Le linge de lit et les serviettes sont fournis.

Un petit-déjeuner buffet, continental ou anglais/irlandais complet est servi tous les matins.

Le personnel de la réception ouverte 24h/24 parle anglais, espagnol, français et italien.

Vous séjournerez à 4,7 km de la gare de Lyon-Perrache et à 5,7 km du musée Miniature et Cinéma. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est implanté à 28 km.",https://www.booking.com/hotel/fr/the-ruck.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
29,Lyon ,Little Monkey,,45.75346597,4.82675526,"Offering free WiFi, Little Monkey is set in the centre of Lyon within 700 metres of Lyon Perrache Train Station and 1.2 km from Musée Miniature et Cinéma. Guests staying at this apartment have access to a patio.

This apartment includes 2 bedrooms, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 2 bathrooms with a walk-in shower and a washing machine. Towels and bed linen are featured in the apartment.

Guests can also relax in the shared lounge area.

Popular points of interest near the apartment include the Museum of Fine Arts of Lyon, Fourviere Roman Theatre and Basilica of Notre-Dame de Fourviere. The nearest airport is Lyon - Saint Exupery Airport, 27 km from Little Monkey.",https://www.booking.com/hotel/fr/shanghai-inn.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from=searchresults
30,Lyon ,MEININGER Hotel Lyon Centre Berthelot,"8,4",45.746083,4.837187,"Installé à Lyon, le MEININGER Hotel Lyon Centre Berthelot propose un bar, un parking privé, un salon commun et une terrasse. Il vous accueille à 200 mètres du musée de la Résistance et à 3,1 km de la basilique Notre-Dame de Fourvière.

Toutes les chambres disposent d’une télévision par câble à écran plat et d’une salle de bains privative.

Le matin, cet hôtel sert un petit-déjeuner buffet ou continental.

Vous profiterez également d’une réception ouverte 24h/24, d’une cuisine commune et d’un service de billetterie.

Le MEININGER Hotel Lyon Centre Berthelot se trouve à 2,9 km du musée des Beaux-Arts de Lyon, à 2,4 km du musée des Confluences et à 1,3 km de la gare de Lyon-Perrache. L’aéroport de Lyon-Saint-Exupéry, le plus proche, est situé à 26 km.",https://www.booking.com/hotel/fr/meininger-lyon-centre-berthelot.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
31,Lyon ,"Les Bulles de Mona ""Le 93"" -PROXIMITE GARE DE LYON-","8,2",45.758873,4.867913,"Les Bulles de Mona ""Le 93"" -PROXIMITE Situé à Lyon, à 1,2 km de la gare de Lyon Part-Dieu, le GARE DE LYON- propose un jacuzzi, un spa et des hébergements climatisés avec connexion Wi-Fi gratuite. Vous profiterez également d'une baignoire spa.

Revêtus de parquet, les logements comprennent un coin repas, une télévision à écran plat avec des services de streaming ainsi qu'une salle de bains privative pourvue d'un jacuzzi et d'un sèche-cheveux. Un micro-ondes, un réfrigérateur, des plaques de cuisson, une machine à café et une bouilloire sont également fournis.

Vous pourrez faire de la randonnée dans les environs.

Vous séjournerez à 4,1 km du musée Miniature et Cinéma et à 4,6 km du musée des beaux-arts de Lyon. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est à 23 km. ""Le 93"" -PROXIMITE Un service de navette aéroport est assuré moyennant des frais supplémentaires.",https://www.booking.com/hotel/fr/appartement-de-la-gare-lyon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
32,Lyon ,Pilo Lyon,"8,5",45.77149,4.827754,"Idéalement situé à Lyon, le Pilo Lyon propose des chambres climatisées, un salon commun, une connexion Wi-Fi gratuite et une terrasse. Il possède une cuisine commune et un restaurant. Vous pourrez profiter d'un bar.

Leur salle de bains privative est pourvue d'un sèche-cheveux et de linge de lit.

Un petit-déjeuner continental est servi tous les matins sur place.

Le personnel de la réception ouverte 24h/24 parle anglais, français et italien.

Vous séjournerez à proximité du musée des beaux-arts de Lyon, du théâtre romain de Fourvière et du musée Miniature et Cinéma. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est à 36 km.",https://www.booking.com/hotel/fr/pilo-lyon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF9seW9uSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuAKn0-uoBsACAdICJDk5Y2VmNjlkLWZlMGItNDM0ZS05ZWFmLWY3MDBmMTIwN2M1ONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=57d670d309eb01e4&srepoch=1696262568&from_sustainable_property_sr=1&from=searchresults
